id,title,genres_clean,overview,vote_average,vote_count,popularity,release_date,cluster,tagline,poster_url,backdrop_url,runtime,industry
11336,The Dead Zone,"Horror, Science Fiction, Thriller","Johnny Smith is a schoolteacher with his whole life ahead of him but, after leaving his fiancee's home one night, is involved in a car crash which leaves him in a coma for 5 years. When he wakes, he discovers he has an ability to see into the past, present and future life of anyone with whom he comes into physical contact.",6.9,311,16.78512,1983-10-21,0,"In his mind, he has the power to see the future. In his hands, he has the power to change it.",,,120,hollywood
283445,Sinister 2,Horror,A young mother and her twin sons move into a rural house that's marked for death.,5.4,581,26.090495,2015-08-19,4,"Be careful, children at play.",https://image.tmdb.org/t/p/w500/hF6ORyihtAWHqKkIQI8BSpLQyON.jpg,https://image.tmdb.org/t/p/original/iQY3kJ2oqHqmcSm32xPfkFF4xW9.jpg,97,hollywood
88036,Sparkle,"Drama, Music","Musical prodigy, Sparkle (Jordin Sparks) struggles to become a star while overcoming issues that are tearing her family apart. From an affluent Detroit area and daughter to a single mother (Whitney Houston), she tries to balance a new romance with music manager Stix (Derek Luke) while dealing with the unexpected challenges her new life will bring as she and her two sisters (Carmen Ejogo and Tika Sumpter) strive to become a dynamic singing group during the Motown-era.",5.8,36,2.698185,2012-08-17,13,Celebrate the legend.,,,120,hollywood
10984,Valentine,"Horror, Thriller",Five friends are stalked and murdered by a masked assailant while preparing for Valentine's Day.,5.0,114,5.904126,2001-02-01,14,Remember that kid everyone ignored on Valentine’s Day? - He remembers you.,,,120,hollywood
22824,The Fourth Kind,"Mystery, Science Fiction, Thriller","Since the 1960s, a disproportionate number of the population in and around Nome, Alaska, have gone missing. Despite FBI investigations, the disappearances remain a mystery. Dr. Abigail Tyler, a psychologist, may be on the verge of blowing the unsolved cases wide open when, during the course of treating her patients, she finds evidence of alien abductions.",5.8,441,22.888173,2009-11-06,4,There are four kinds of alien encounters. The fourth kind is abduction.,,,120,hollywood
9526,A Prairie Home Companion,"Drama, Comedy, Music","A look at what goes on backstage during the last broadcast of America's most celebrated radio show, where singing cowboys Dusty and Lefty, a country music siren, and a host of others hold court",6.4,81,5.025446,2006-06-09,10,Radio Like You've Never Seen It Before,,,120,hollywood
39349,Sugar Hill,"Drama, Action, Thriller","Sugar Hill is a 1994 American crime-drama/neo-noir film starring Wesley Snipes and Michael Wright as brothers Roemello and Raynathan Skuggs. The film focuses on the two brothers, who are major drug dealers in the Harlem neighborhood of New York City.",5.2,13,2.580808,1994-02-25,13,He wanted power. He wanted revenge. Now he just wants out.,,,120,hollywood
15983,Invasion U.S.A.,"Action, Thriller",A one-man army comes to the rescue of the United States when a spy attempts an invasion.,5.3,49,4.192064,1985-09-27,13,America wasn't ready...but HE was!,,,120,hollywood
14544,Roll Bounce,"Comedy, Drama, Family","From Wikipedia, the free encyclopedia. Roll Bounce is a 2005 American comedy-drama film written by Norman Vance Jr. and directed by Malcolm D. Lee. The film stars hip hop artist Bow Wow as the leader of a roller skating crew in 1970s Chicago. The film also stars Nick Cannon, Meagan Good, Brandon T. Jackson, Wesley Jonathan, Chi McBride, Kellita Smith, and Jurnee Smollett. Description above from the Wikipedia article Roll Bounce, licensed under CC-BY-SA, full list of contributors on Wikipedia.",6.1,27,2.596338,2005-09-23,10,,,,120,hollywood
11545,Rushmore,"Comedy, Drama","When a beautiful first-grade teacher arrives at a prep school, she soon attracts the attention of an ambitious teenager named Max, who quickly falls in love with her. Max turns to the father of two of his schoolmates for advice on how to woo the teacher. However, the situation soon gets complicated when Max's new friend becomes involved with her, setting the two pals against one another in a war for her attention.",7.5,676,18.289303,1998-09-17,7,Love. Expulsion. Revolution.,,,120,hollywood
42684,Skyline,Science Fiction,"When strange lights descend on the city of Los Angeles, people are drawn outside like moths to a flame where an extraterrestrial force threatens to swallow the entire human population off the face of the Earth. Now the band of survivors must fight for their lives as the world unravels around them.",4.7,507,26.268209,2010-11-11,14,Don't look up,,,120,hollywood
268238,The Second Best Exotic Marigold Hotel,"Drama, Comedy",As the Best Exotic Marigold Hotel has only a single remaining vacancy - posing a rooming predicament for two fresh arrivals - Sonny pursues his expansionist dream of opening a second hotel.,6.3,272,17.592299,2015-02-26,10,,,,120,hollywood
8359,Kit Kittredge: An American Girl,"Comedy, Drama, Family","The Great Depression hits home for nine year old Kit Kittredge when her dad loses his business and leaves to find work. Oscar nominee Abigail Breslin stars as Kit, leading a splendid cast in the first ever ""American Girl"" theatrical movie. In order to keep their home, Kit and her mother must take in boarders - paying house - guests who turn out to be full of fascinating stories. When mother's lockbox containing all their money is stolen, Kit's new hobo friend Will is the prime suspect. Kit refuses to believe that Will would steal, and her efforts to sniff out the real story get her and friends into big trouble. The police say the robbery was an inside job, committed by someone they know. So if it wasn't Will, then who did it.",6.4,34,6.27141,2008-07-02,10,"Kit Kittredge, a resourceful young girl, helps her mother run a boardinghouse after her father loses his job.",,,120,hollywood
15648,The Perfect Man,"Comedy, Drama, Family, Romance","Holly is tired of moving every time her mom Jean breaks up with yet another second-rate guy. To distract her mother from her latest bad choice, Holly conceives the perfect plan for the perfect man, an imaginary secret admirer who will romance Jean and boost her self-esteem.",5.5,203,11.158906,2005-06-17,13,Is it all too good to be true?,,,120,hollywood
41823,Mo' Better Blues,"Drama, Romance","Opens with Bleek as a child learning to play the trumpet, his friends want him to come out and play but mother insists he finish his lessons. Bleek grows into adulthood and forms his own band - The Bleek Gilliam Quartet. The story of Bleek's and Shadow's friendly rivalry on stage which spills into their professional relationship and threatens to tear apart the quartet.",6.3,47,3.079862,1990-08-03,10,,,,120,hollywood
11891,Kung Pow: Enter the Fist,"Action, Comedy","A movie within a movie, created to spoof the martial arts genre. Writer/director Steve Oedekerk uses contemporary characters and splices them into a 1970s kung-fu film, weaving the new and old together. As the main character, The Chosen One, Oedekerk sets off to avenge the deaths of his parents at the hands of kung-fu legend Master Pain. Along the way, he encounters some strange characters",6.1,159,8.288813,2002-01-25,10,,,,120,hollywood
9362,Tremors,"Action, Horror","Hick handymen Val McKee and Earl Bassett can barely eke out a living in the Nevada hamlet of Perfection, so they decide to leave town -- despite an admonition from a shapely seismology coed who's picking up odd readings on her equipment. Before long, Val and Earl discover what's responsible for those readings: 30-foot-long carnivorous worms with a proclivity for sucking their prey underground.",6.6,864,32.579697,1990-01-19,12,The monster movie that breaks new ground.,,,120,hollywood
9902,Wrong Turn,"Horror, Thriller","Chris crashes into a carload of other young people, and the group of stranded motorists is soon lost in the woods of West Virginia, where they're hunted by three cannibalistic mountain men who are grossly disfigured by generations of inbreeding.",6.0,635,33.555764,2003-05-30,4,It's the last one you'll ever take.,,,120,hollywood
14729,The Long Riders,"Western, History","The origins, exploits and the ultimate fate of the James gang is told in a sympathetic portrayal of the bank robbers made up of brothers who begin their legendary bank raids because of revenge.",6.6,50,2.959547,1980-05-12,0,"""All the world likes an outlaw. For some damn reason they remember 'em."" - Jesse James",,,120,hollywood
9455,The Corruptor,"Action, Crime, Mystery, Thriller","Danny is a young cop partnered with Nick, a seasoned but ethically tainted veteran. As the two try to stop a gang war in Chinatown, Danny relies on Nick but grows increasingly uncomfortable with the way Nick gets things done.",6.0,57,4.068107,1999-03-12,10,You can't play by the rules if there aren't any.,,,120,hollywood
103731,Mud,Drama,Two teenage boys encounter a fugitive and make a pact to help him escape from an island in the Mississippi.,7.0,1068,17.663353,2013-05-01,0,,,,120,hollywood
10090,Reno 911!: Miami,"Action, Adventure, Comedy, Crime",A rag-tag team of Reno cops are called in to save the day after a terrorist attack disrupts a national police convention in Miami Beach during spring break. Based on the Comedy Central series.,5.6,72,4.207456,2007-02-23,13,"In a time of crisis, America will call Reno 911!",,,120,hollywood
164558,One Direction: This Is Us,"Documentary, Music","Go behind the scenes during One Directions sell out ""Take Me Home"" tour and experience life on the road.",8.0,201,7.944457,2013-08-28,7,A motion picture event.,,,120,hollywood
19905,"The Goods: Live Hard, Sell Hard",Comedy,"Who is Don Ready? Salesman? Lover? Song Stylist? Semi-professional dolphin trainer? Ready is all of the above - except for a dolphin trainer. When he’s asked to help save an ailing local car dealership from bankruptcy, Ready and his ragtag crew descend on the town of Temecula like a pack of coyotes on a basket full of burgers.",5.4,58,3.352702,2009-08-14,13,,,,120,hollywood
17710,Hey Arnold! The Movie,"Animation, Family","When a powerful developer named Mr. Scheck wants to knock down all the stores and houses in Arnold's neighborhood to build a huge ""mall-plex"", it looks likes the neighborhood is doomed to disappear. But with the help of a superhero and a mysterious deep-voiced stranger, Arnold and Gerald will need to recover a crucial document in order to save their beloved neighborhood.",5.6,62,5.856363,2002-06-28,13,A Big Problem Calls For a Big Head,,,120,hollywood
75900,My Week with Marilyn,Drama,"Sir Laurence Olivier is making a movie in London. Young Colin Clark, an eager film student, wants to be involved and he navigates himself a job on the set. When film star Marilyn Monroe arrives for the start of shooting, all of London is excited to see the blonde bombshell, while Olivier is struggling to meet her many demands and acting ineptness, and Colin is intrigued by her. Colin's intrigue is met when Marilyn invites him into her inner world where she struggles with her fame, her beauty and her desire to be a great actress.",6.6,406,21.006078,2011-10-17,12,,,,120,hollywood
9515,The Matador,"Action, Comedy, Crime, Drama, Thriller","The life of Danny Wright, a salesman forever on the road, veers into dangerous and surreal territory when he wanders into a Mexican bar and meets a mysterious stranger, Julian, who's very likely a hit man. Their meeting sets off a chain of events that will change their lives forever, as Wright is suddenly thrust into a far-from-mundane existence that he takes to surprisingly well … once he gets acclimated to it.",6.2,136,5.647538,2005-05-12,10,A hitman and a salesman walk into a bar...,,,120,hollywood
27322,Love Jones,"Comedy, Drama, Romance","Darius Lovehall is a young black poet in Chicago who starts dating Nina Moseley, a beautiful and talented photographer. While trying to figure out if they've got a ""love thing"" or are just ""kicking it,"" they hang out with their friend, talking about love and sex. Then Nina tests the strength of Darius' feelings and sets a chain of romantic complications into motion.",8.1,12,1.000178,1997-03-14,7,Get Together. Fall Apart. Start Over.,,,120,hollywood
328425,The Gift,"Thriller, Mystery","A husband and wife try to reinvigorate their relationship but their lives are threatened by a ""friend"" from the husband's past who holds a horrifying secret about him, sending their world into a tailspin.",6.7,1049,27.247013,2015-07-30,12,Not every gift is welcome.,,,120,hollywood
14120,End of the Spear,"Adventure, Drama","""End of the Spear"" is the story of Mincayani, a Waodani tribesman from the jungles of Ecuador. When five young missionaries, among them Jim Elliot and Nate Saint, are speared to death by the Waodani in 1956, a series of events unfold to change the lives of not only the slain missionaries' families, but also Mincayani and his people",6.1,15,1.83428,2005-12-02,10,,,,120,hollywood
10050,Get Over It,"Comedy, Romance","When Berke Landers, a popular high school basketball star, gets dumped by his life-long girlfriend, Allison, he soon begins to lose it. But with the help of his best friend Felix's sister Kelly, he follows his ex into the school's spring musical. Thus ensues a love triangle loosely based upon Shakespeare's ""A Midsummer Night's Dream"", where Berke is only to find himself getting over Allison and beginning to fall for Kelly.",5.5,75,11.592129,2001-03-08,13,"Young, Free And Single. Again.",,,120,hollywood
1542,Office Space,"Comedy, Crime",Three office workers strike back at their evil employers by hatching a hapless attempt to embezzle money.,7.4,1050,18.366362,1999-02-19,7,Work sucks.,https://image.tmdb.org/t/p/w500/iEmTwOkUaLziMQCUZii5wPQBIAO.jpg,https://image.tmdb.org/t/p/original/g7o5O6xRWkMiwHXiYMPC690YEL4.jpg,90,hollywood
10490,Drop Dead Gorgeous,Comedy,"In a small Minnesota town, the annual beauty pageant is being covered by a TV crew. Former winner Gladys Leeman wants to make sure her daughter follows in her footsteps; explosions, falling lights, and trailer fires prove that. As the Leemans are the richest family in town, the police are pretty relaxed about it all. Despite everything, main rival (but sweet) Amber Atkins won't give up without a fight.",6.4,86,6.736274,1999-07-23,10,The battle between the good and the bad is bound to get ugly.,,,120,hollywood
87093,Big Eyes,Drama,"The story of the awakening of the painter, Margaret Keane, her phenomenal success in the 1950s, and the subsequent legal difficulties she had with her husband, who claimed credit for her works in the 1960s.",6.8,1196,28.570174,2014-12-24,12,She created it. He sold it. And they bought it.,,,120,hollywood
10029,Very Bad Things,"Comedy, Crime, Thriller","Kyle Fisher has one last night to celebrate life as a single man before marrying Laura, so he sets out to Vegas with four of his best buddies. But a drug and alcohol filled night on the town with a stripper who goes all the way, turns into a cold night in the desert with shovels when the stripper goes all the way into a body bag after dying in their bathroom. And that's just the first of the bodies to pile up before Kyle can walk down the aisle...",6.2,179,5.671691,1998-09-11,10,They've been bad. Very bad.,,,120,hollywood
9893,Sleepover,"Comedy, Family","As their first year of high school looms ahead, best friends Julie, Hannah, Yancy and Farrah have one last summer sleepover. Little do they know they're about to embark on the adventure of a lifetime. Desperate to shed their nerdy status, they take part in a night-long scavenger hunt that pits them against their popular archrivals. Everything under the sun goes on -- from taking Yancy's father's car to sneaking into nightclubs!",5.3,101,5.842299,2004-07-09,13,The rules are set. The game is on.,,,120,hollywood
11507,Body Double,"Crime, Mystery, Horror, Thriller","After losing an acting role and his girlfriend, Jake Scully finally catches a break: he gets offered a gig house-sitting in the Hollywood Hills. While peering through the beautiful home's telescope one night, he spies a gorgeous blonde dancing in her window. But when he witnesses the girl's murder, it leads Scully through the netherworld of the adult entertainment industry on a search for answers -- with porn actress Holly Body as his guide.",6.4,137,9.525626,1984-10-25,10,You can't believe everything you see.,,,120,hollywood
37931,MacGruber,"Action, Adventure, Comedy","Ex-special operative MacGruber (Forte) is called back into action to take down his archenemy, Dieter Von Cunth (Kilmer), who's in possession of a nuclear warhead and bent on destroying Washington, DC.",5.1,179,14.038512,2010-05-21,14,He's the ultimate tool.,,,120,hollywood
3472,Dirty Pretty Things,"Crime, Drama, Thriller","An urban hotel in London is a gathering and flash point for legal and illegal immigrants attempting to cobble together their lives in a new country. The immigrants include Senay, a Turkish woman, and a Nigerian doctor named Okwe who is working as a night porter at the hotel. The pair discover the hotel is a front for all sorts of clandestine activities. Their only wish is to avoid possible deportation. Okwe becomes more entangled in the goings on when he is called to fix a toilet in one of the rooms. He discovers the plumbing has been clogged by a human heart.",6.8,131,9.177896,2002-09-05,0,Every dream has its price.,,,120,hollywood
87818,Movie 43,Comedy,"The film is composed of multiple comedy shorts presented through an overarching segment titled ""The Pitch"", in which Charlie Wessler, a mad screenwriter, is attempting to pitch a script to film executive Griffin Schraeder. After revealing several of the stories in his script, Wessler becomes agitated when Schraeder dismisses his outrageous ideas, and he pulls a gun on him and forces him to listen to multiple other stories before making Schraeder consult his manager, Bob Mone, to purchase the film.",4.4,797,35.350303,2013-01-01,14,The biggest cast ever assembled for the most outrageous comedy ever made.,,,120,hollywood
13160,Over Her Dead Body,Comedy,"After his fiancée, Kate, dies in an accident on their wedding day, veterinarian Henry grows depressed. To help him move on, his sister has him visit psychic Ashley and gives her Kate's diary. Ashley uses the journal's details to convincingly deliver the fake message that Kate wants Henry to move on. However, Kate's ghost is watching over Ashley and Henry. Furious when they fall for each other, she vows to sabotage their relationship.",5.3,145,12.067921,2008-02-01,13,She's passed on... But she's not moving on.,,,120,hollywood
88005,Seeking a Friend for the End of the World,"Comedy, Drama, Romance, Science Fiction","As an asteroid nears Earth, a man finds himself alone after his wife leaves in a panic. He decides to take a road trip to reunite with his high school sweetheart. Accompanying him is a neighbor who inadvertently puts a wrench in his plan.",6.3,700,30.863082,2012-06-22,12,Nice knowing you.,,,120,hollywood
52067,Cedar Rapids,Comedy,A naive Midwesterner insurance salesman travels to a big-city convention in an effort to save the jobs of his co-workers.,5.9,135,10.254807,2011-02-11,10,Today is the first day... of the rest of his weekend.,,,120,hollywood
73,American History X,Drama,"Derek Vineyard is paroled after serving 3 years in prison for killing two thugs who tried to break into/steal his truck. Through his brother, Danny Vineyard's narration, we learn that before going to prison, Derek was a skinhead and the leader of a violent white supremacist gang that committed acts of racial crime throughout L.A. and his actions greatly influenced Danny. Reformed and fresh out of prison, Derek severs contact with the gang and becomes determined to keep Danny from going down the same violent path as he did.",8.2,3016,73.567232,1998-10-30,9,Some Legacies Must End.,https://image.tmdb.org/t/p/w500/x2drgoXYZ8484lqyDj7L1CEVR4T.jpg,https://image.tmdb.org/t/p/original/6qHI1IYj7QlLSCwHRzkL62X175s.jpg,119,hollywood
134597,The Collection,"Horror, Thriller","Arkin escapes with his life from the vicious grips of ""The Collector"" during an entrapment party where he adds beautiful Elena to his ""Collection."" Instead of recovering from the trauma, Arkin is suddenly abducted from the hospital by mercenaries hired by Elena's wealthy father. Arkin is blackmailed to team up with the mercenaries and track down The Collector's booby trapped warehouse and save Elena.",5.9,289,16.361743,2012-09-21,4,Every great collector has a vision.,,,120,hollywood
24034,Teacher's Pet,"Animation, Drama, Family, Music","Spot (Lane) is a dog who can talk and read. Posing as a human, he sneaks into school with his master Leonard (Flemming). Educational adventures ensue",5.5,2,1.374409,2004-01-16,13,A musical tail about one dog's dream of becoming a boy,,,120,hollywood
14283,The Red Violin,"Drama, Thriller, Mystery, Music, Romance","Spans 300 years in the life of one famed musical instrument that winds up in present-day Montreal on the auction block. Crafted by the Italian master Bussotti (Cecchi) in 1681, the red violin derives its unusual color from the human blood mixed into the finish. With this legacy, the violin travels to Austria, England, China, and Canada, leaving both beauty and tragedy in its wake.",7.3,99,6.18869,1998-09-10,7,,,,120,hollywood
404,The Straight Story,Drama,"""The Straight Story"" chronicles a trip made by 73-year-old Alvin Straight from Laurens, Iowa, to Mt. Zion, Wisconsin, in 1994 while riding a lawn mower. The man undertook his strange journey to mend his relationship with his ill, estranged, 75-year-old brother Lyle.",7.7,306,15.280261,1999-10-15,7,,,,120,hollywood
13201,Deuces Wild,"Action, Crime, Drama, Romance","1950s New York City. A bad and bloody gang war is about to erupt on the dysfunctional streets of Brooklyn. The Deuces at war with the vicious Vipers. Scott Kalvert directs this tale of lust, drugs, mayhem and madness during one hot summer on the streets of New York.",5.5,34,0.753481,2002-05-03,13,Some lines should never be crossed.,,,120,hollywood
209403,Bad Words,Comedy,"A misanthropic man sets out to exact revenge on his estranged father, by finding a loophole and attempting to win the National Spelling Bee as an adult. Figuring it would destroy his father, and everything he's worked so hard for as head of the Spelling Bee Championship Organization, Guy Trilby (Jason Bateman) eventually discovers winning isn't necessary for revenge, and that friendship is a blessing not a curse.",6.4,334,14.105392,2013-09-06,10,The end justifies the means,,,120,hollywood
7942,"Run, Fatboy, Run","Comedy, Romance","Five years after jilting his pregnant fiancée on their wedding day, out-of-shape Dennis decides to run a marathon to win her back.",6.2,238,14.905357,2007-09-06,10,Love. Commitment. Responsibility. There's nothing he won't run away from.,,,120,hollywood
73247,Heartbeeps,"Comedy, Romance, Family",Heartbeeps stars Andy Kaufman and Bernadette Peters as domestic robots who fall in love and run off together.,3.8,6,0.518056,1981-12-18,1,Meet a modern nuclear family unlike any other.,,,120,hollywood
253331,Black or White,Drama,"A grieving widower is drawn into a custody battle over his granddaughter, whom he helped raise her entire life.",6.5,115,12.172131,2014-09-06,10,There's more to family than what you see.,,,120,hollywood
34043,On the Line,"Comedy, Family, Romance",'N Sync heartthrobs Lance Bass and Joey Fatone stretch their thespian muscles in their acting debut. A young man (Bass) is smitten with a girl (Emmanuelle Chriqui) he meets on a subway train and spends the rest of the movie trying to reunite with her. The man's best friend (Fatone) helps him in his quest by wallpapering Chicago with posters and signs that soon become the talk of the town.,4.1,10,3.084874,2001-10-26,14,,,,120,hollywood
9952,Rescue Dawn,"Adventure, Drama, War",A US Fighter pilot's epic struggle of survival after being shot down on a mission over Laos during the Vietnam War.,6.9,336,17.078656,2006-09-09,0,A true story of survival... declassified.,,,120,hollywood
256924,Danny Collins,"Comedy, Drama, Music",An ageing rock star decides to change his life when he discovers a 40-year-old letter written to him by John Lennon.,6.6,183,16.318608,2015-03-19,0,A letter from John Lennon changed his life,,,120,hollywood
82532,"Jeff, Who Lives at Home","Drama, Comedy","Dispatched from his basement room on an errand for his mother, slacker Jeff might discover his destiny (finally) when he spends the day with his brother as he tracks his possibly adulterous wife.",6.1,217,10.409155,2011-09-13,10,The first step to finding your destiny is leaving your mother's basement.,,,120,hollywood
41110,I Am Love,"Drama, Romance","Emma left Russia to live with her husband in Italy. Now a member of a powerful industrial family, she is the respected mother of three, but feels unfulfilled. One day, Antonio, a talented chef and her son's friend, makes her senses kindle.",6.9,73,5.355763,2009-09-05,0,,,,120,hollywood
134371,Atlas Shrugged Part II,"Drama, Science Fiction, Mystery","The global economy is on the brink of collapse. Brilliant creators, from artists to industrialists, continue to mysteriously disappear. Unemployment has risen to 24%. Gas is now $42 per gallon.  Dagny Taggart, Vice President in Charge of Operations for Taggart Transcontinental, has discovered what may very well be the answer to the mounting energy crisis - found abandoned amongst ruins, a miraculous motor that could seemingly power the World.  But, the motor is dead... there is no one left to decipher its secret... and, someone is watching.  It’s a race against the clock to find the inventor and stop the destroyer before the motor of the World is stopped for good.  A motor that would power the World. A World whose motor would be stopped.  Who is John Galt?",5.4,41,4.725357,2012-10-12,13,Who is John Galt?,,,120,hollywood
2088,Romeo Is Bleeding,"Action, Crime, Drama, Thriller",A corrupt cop gets in over his head when he tries to assassinate a beautiful Russian hit-woman.,5.7,36,4.850402,1993-09-13,13,The story of a cop who wanted it bad and got it worse.,,,120,hollywood
10388,The Limey,"Action, Crime, Drama, Mystery, Thriller","The Limey follows Wilson (Terence Stamp), a tough English ex-con who travels to Los Angeles to avenge his daughter's death. Upon arrival, Wilson goes to task battling Valentine (Peter Fonda) and an army of L.A.'s toughest criminals, hoping to find clues and piece together what happened. After surviving a near-death beating, getting thrown from a building and being chased down a dangerous mountain road, the Englishman decides to dole out some bodily harm of his own.",6.6,105,8.902102,1999-05-15,0,Vengeance knows no boundaries.,,,120,hollywood
1640,Crash,Drama,"Los Angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption.",7.2,1149,28.223163,2004-01-13,12,You think you know who you are. You have no idea.,,,120,hollywood
25520,The House of Mirth,"Drama, Romance",A woman risks losing her chance of happiness with the only man she has ever loved.,6.4,25,3.007816,2000-09-23,10,When a woman has the beauty men admire and women envy...it is wise to tread carefully.,,,120,hollywood
27342,Malone,"Action, Thriller","Erstwhile C.I.A. assassin Richard Malone hopes for a tranquil retirement in the placid Pacific Northwest, but what he gets is a rumble with a right-wing extremist plotting a secret revolution. Adapted from the novel ""Shotgun,"" by William Wingate.",6.8,15,1.610132,1987-05-01,0,"Ex-Cop, Ex-CIA, Explosive",,,120,hollywood
13689,Peaceful Warrior,"Drama, Romance",A chance encounter with a stranger changes the life of a college gymnast.,7.3,90,8.326131,2006-03-30,7,There are no ordinary moments.,,,120,hollywood
67911,Bucky Larson: Born to Be a Star,Comedy,A kid from the Midwest moves out to Hollywood in order to follow in his parents footsteps -- and become a porn star.,4.4,51,3.919057,2011-09-09,14,There Are No Small Actors. Just Small Parts.,,,120,hollywood
24664,Bamboozled,"Comedy, Drama","TV producer Pierre Delacroix (Damon Wayans) becomes frustrated when network brass reject his sitcom idea. Hoping to get fired, Delacroix pitches the worst idea he can think of: a minstrel show. The network not only airs it, but it incredibly becomes a smash hit. Michael Rapaport co-stars in this searing satire.",6.3,24,2.23411,2000-10-06,10,,,,120,hollywood
329440,The Forest,"Horror, Thriller","Set in the Aokigahara Forest, a real-life place in Japan where people go to end their lives. Against this backdrop, a young American woman comes in search of her twin sister, who has mysteriously disappeared.",4.8,448,19.865989,2016-01-07,14,Everyone comes here looking for a way out,https://image.tmdb.org/t/p/w500/1TohqCqMbaiuRLJPrPW0vnQP3lE.jpg,https://image.tmdb.org/t/p/original/c6GGumaw3bvhX15NXK30heuCnaC.jpg,93,hollywood
47890,Sphinx,"Adventure, Mystery, Thriller","Egyptologist Erica Baron finds more than she bargained for during her long-planned trip to The Land of the Pharoahs - murder, theft, betrayal, love, and a mummy's curse!",6.0,2,0.310513,1981-02-11,10,Someone is hunting tourists out of season.,,,120,hollywood
252512,While We're Young,"Comedy, Drama, Mystery",An uptight documentary filmmaker and his wife find their lives loosened up a bit after befriending a free-spirited younger couple.,5.8,383,19.263477,2015-04-03,4,Life Never Gets Old.,,,120,hollywood
55720,A Better Life,Drama,A gardener in East L.A. struggles to keep his son away from gangs and immigration agents while traveling across town to perform landscaping work for the city's wealthy landowners.,7.0,54,4.123533,2011-06-24,0,Every father wants more for his son.,,,120,hollywood
9613,Spider,"Drama, Mystery, Thriller","A mentally disturbed man takes residence in a halfway house. His mind gradually slips back into the realm created by his illness, where he replays a key part of his childhood.",6.4,168,6.948401,2002-12-13,10,The only thing worse than losing your mind... is finding it again.,,,120,hollywood
29076,Gun Shy,"Action, Comedy, Romance, Thriller","Legendary undercover DEA agent Charlie Mayough has suddenly lost his nerves of steel. On the verge of a career-induced mental breakdown, and in complete fear of trigger-happy Mafia leader Fulvio Nesstra, Charlie seeks psychiatric help and finds himself relying on the support of an unstable therapy group and nurse Judy just to get through his work.",5.4,24,3.988432,2000-02-04,13,The Agency's best has a bad case of nerves.,,,120,hollywood
29339,Nicholas Nickleby,"Adventure, Drama, Action, Family","The Charles Dickens story of Nicholas Nickleby, a young boy in search of a better life for his recently torn-apart family. A young compassionate man struggles to save his family and friends from the abusive exploitation of his coldheartedly grasping uncle.",6.8,49,5.099923,2002-12-27,0,,,,120,hollywood
68812,The Iceman,"Thriller, Crime, Drama","The true story of Richard Kuklinski, the notorious contract killer and family man.",6.4,365,19.494703,2012-09-01,12,Loving husband. Devoted father. Ruthless killer.,,,120,hollywood
32740,Krrish,"Action, Science Fiction","Krishna (Roshan) is born with magical powers - a legacy from his father. Priya (Chopra) comes into his life and becomes his world. When she beckons him to Singapore, he follows. In Singapore, Dr. Siddhant Arya (Shah), the megalomaniac scientist is on the verge of changing the future forever. Only one man stands between Dr. Siddharth Arya and his destructive dreams. To block his ruthless ambitions -- Krishna must become Krrish.",5.5,46,3.759988,2006-06-23,13,,,,120,hollywood
14195,Cecil B. Demented,"Thriller, Comedy, Crime",An insane independent film director and his renegade group of teenage film makers kidnap an A-list Hollywood actress and force her to star in their underground film.,6.2,51,4.176066,2000-05-17,10,Demented Forever!,,,120,hollywood
73567,Killer Joe,"Crime, Drama, Thriller",A cop (Matthew McConaughey) who moonlights as a hit man agrees to kill the hated mother of a desperate drug dealer (Emile Hirsch) in exchange for a tumble with the young man's virginal sister (Juno Temple).,6.5,425,16.436178,2011-09-10,10,A Totally Deep-Fried Texas Redneck Trailer Park Murder Story.,,,120,hollywood
41479,The Joneses,"Comedy, Drama","A seemingly perfect family moves into a suburban neighborhood, but when it comes to the truth as to why they're living there, they don't exactly come clean with their neighbors.",6.1,210,14.979375,2009-09-13,10,"They're not just living the American dream, they're selling it.",,,120,hollywood
15394,Owning Mahowny,"Crime, Drama, Thriller","Dan Mahowny was a rising star at the Canadian Imperial Bank of Commerce. At twenty-four he was assistant manager of a major branch in the heart of Toronto's financial district. To his colleagues he was a workaholic. To his customers, he was astute, decisive and helpful. To his friends, he was a quiet, but humorous man who enjoyed watching sports on television. To his girlfriend, he was shy but engaging. None of them knew the other side of Dan Mahowny--the side that executed the largest single-handed bank fraud in Canadian history, grossing over $10 million in eighteen months to feed his gambling obsession.",6.8,37,8.045488,2003-05-02,0,To some it's a game. To others it's a habit. But to Dan Mahowny -- beating the odds is everything,,,120,hollywood
10071,The Brothers Solomon,Comedy,"A pair of well-meaning, but socially inept brothers try to find their perfect mates in order to provide their dying father with a grandchild.",4.9,46,8.312153,2007-09-07,14,They want to put a baby in you.,,,120,hollywood
1989,My Blueberry Nights,"Drama, Romance","Elizabeth has just been through a particularly nasty breakup, and now she's ready to leave her friends and memories behind as she chases her dreams across the country. In order to support herself on her journey, Elizabeth picks up a series of waitress jobs along the way. As Elizabeth crosses paths with a series of lost souls.",6.0,190,10.733761,2007-05-16,10,How do you say goodbye to someone you can't imagine living without?,,,120,hollywood
